date, pm25, pm10, o3, no2, so2, co
2021/8/6, 126, 64, 2, 43, 2, 9
2021/8/7, 117, 61, 2, 34, 3, 12
2021/8/8, 133, 63, 2, 25, 2, 10
2021/8/9, 144, 95, 2, 37, 2, 10
2021/8/10, 106, 80, 3, 40, 2, 6
2021/8/11, 78, 84, 7, 31, 2, 5
2021/8/12, 79, 82, 10, 16, 1, 6
2021/8/13, 82, 87, 12, 10, 1, 5
2021/8/14, 82, 83, 12, 8, 1, 6
2021/8/15, 85, 90, 16, 11, 2, 7
2021/8/16, 95, 106, 11, 10, 2, 8
2021/8/17, 124, 104, 16, 13, 2, 9
2021/8/18, 143, 111, 13, 22, 2, 11
2021/8/19, 161, 47, 6, 19, 2, 9
2021/8/20, 106, 23, 1, 18, 1, 7
2021/8/21, 72, 52, , 17, 2, 10
2021/8/22, 122, 49, 4, 15, 1, 9
2021/8/23, 107, 65, 3, 14, 1, 10
2021/8/24, 130, 78, 2, 11, 1, 6
2021/8/25, 95, 89, 1, 14, 2, 8
2021/8/26, 85, 112, 6, 22, 1, 7
2021/8/27, 109, 90, 5, 27, 3, 7
2021/8/28, 131, 77, 3, 22, 3, 7
2021/8/29, 135, 32, 3, 15, 3, 6
2021/8/30, 73, 28, 1, 24, 3, 8
2021/8/31, 65, 28, 1, 20, 3, 8
2021/9/1, 72, 43, 4, 22, 3, 10
2021/9/2, 85, 37, 3, 20, 3, 7
2021/9/3, 71, 39, 4, 22, 2, 10
2021/9/4, 68, 52, 6, 24, 3, 10
2021/9/5, 103, 60, 5, 29, 3, 10
2021/9/6, 123, 49, 12, 21, 2, 7
2021/9/7, 118, 44, 3, 16, 3, 6
2021/9/8, 69, 57, 4, 21, 3, 6
2021/9/9, 88, 51, 2, 23, 2, 8
2021/9/10, 87, 22, 10, 22, 2, 7
2021/9/11, 62, 35, 4, 21, 3, 9
2021/9/12, 74, 53, 26, 25, 3, 10
2021/9/13, 103, 51, 20, 22, 2, 8
2021/9/14, 67, 44, 3, 26, 2, 8
2021/9/15, 45, 40, 1, 25, 2, 5
2021/9/16, 52, 41, 3, 21, 6, 6
2021/9/17, 54, 55, 4, 20, 19, 8
2021/9/18, 91, 54, 6, 18, 15, 6
2021/9/19, 86, 55, 5, 23, 18, 8
2021/9/20, 83, 53, 13, 26, 33, 8
2021/9/21, 80, 47, 14, 26, 3, 9
2021/9/22, 66, 49, 16, 22, , 7
2021/9/23, 71, 43, 17, 22, 5, 8
2021/9/24, 67, 59, 43, 22, 2, 7
2021/9/25, 101, 56, 26, 19, 2, 8
2021/9/26, 101, 71, 61, 21, 2, 9
2021/9/27, 133, 71, 54, 15, 3, 10
2021/9/28, 110, 59, 18, 4, 2, 9
2021/9/29, 82, 56, 19, 5, 3, 8
2021/9/30, 90, 66, 26, 7, 5, 15
2021/4/1, 96, 107, 33, 21, 13, 6
2021/4/2, 113, 91, 44, 29, 10, 10
2021/4/3, 112, 107, 38, 31, 12, 10
2021/4/4, 125, 134, 41, 42, 14, 13
2021/4/5, 155, 176, 77, 38, 15, 10
2021/4/6, 176, 158, 44, 21, 11, 6
2021/4/7, 142, 87, 39, 17, 11, 4
2021/4/8, 110, 88, 40, 24, 9, 12
2021/4/9, 77, 105, 36, 29, 11, 9
2021/4/10, 118, 106, 41, 22, 14, 5
2021/4/11, 144, 127, 47, 28, 12, 11
2021/4/12, 129, 149, 24, 30, 16, 10
2021/4/13, 155, 119, 31, 22, 12, 5
2021/4/14, 124, 150, 36, 25, 11, 6
2021/4/15, 142, 236, 8, 22, 8, 4
2021/4/16, 126, 66, 25, 15, 7, 2
2021/4/17, 97, 87, 42, 17, 7, 3
2021/4/18, 119, 126, 41, 24, 10, 7
2021/4/19, 129, 134, 38, 18, 11, 2
2021/4/20, 138, 77, 34, 10, 10, 3
2021/4/21, 108, 78, 36, 12, 7, 2
2021/4/22, 103, 83, 32, 11, 8, 3
2021/4/23, 108, 66, 41, 13, 6, 4
2021/4/24, 90, 114, 45, 19, 9, 6
2021/4/25, 144, 157, 56, 28, 16, 11
2021/4/26, 193, 178, 52, 33, 15, 11
2021/4/27, 204, 210, 50, 30, 15, 8
2021/4/28, 212, 254, 51, 25, 13, 7
2021/4/29, 203, 202, 44, 25, 10, 8
2021/4/30, 168, 129, 49, 14, 7, 3
2021/5/1, 141, 101, 33, 17, 7, 5
2021/5/2, 127, 182, 28, 15, 7, 6
2021/5/3, 143, 103, 25, 16, 5, 4
2021/5/4, 129, 111, 33, 11, 7, 4
2021/5/5, 150, 105, 18, 11, 4, 2
2021/5/6, 133, 78, 35, 12, 4, 5
2021/5/7, 134, 77, 42, , 6, 6
2021/5/8, 131, 79, 29, , 7, 3
2021/5/9, 131, 80, 24, 19, 6, 4
2021/5/10, 129, 82, 35, 18, 7, 3
2021/5/11, 125, 83, 31, 15, 7, 1
2021/5/12, 94, 56, 21, 14, 6, 2
2021/5/13, 87, 66, 36, 14, 6, 3
2021/5/14, 104, 115, 34, 15, 8, 2
2021/5/15, 95, 76, 52, 15, 12, 6
2021/5/16, 124, 93, 40, 30, 8, 6
2021/5/17, 139, 45, 11, 34, 6, 4
2021/5/18, 66, 38, 2, 36, 5, 3
2021/5/19, 87, 41, 18, 39, 7, 3
2021/5/20, 94, 41, 11, 42, 6, 3
2021/5/21, 77, 41, 37, 39, 5, 3
2021/5/22, 66, 387, 32, 35, 7, 3
2021/5/23, 189, 90, 38, 34, 5, 1
2021/5/24, 112, 78, 42, 35, 6, 4
2021/5/25, 95, 77, 48, 41, 8, 11
2021/5/26, 108, 94, 38, 42, 8, 7
2021/5/27, 126, 73, 26, 27, 4, 5
2021/5/28, 96, 76, 16, 34, 2, 5
2021/5/29, 56, 90, 19, 33, 4, 5
2021/5/30, 59, 87, 33, 40, 4, 7
2021/5/31, 104, 75, 26, 34, 3, 9
2021/6/1, 75, 79, 25, 38, 4, 5
2021/6/2, 116, 93, 47, 42, 5, 6
2021/6/3, 139, 86, 30, 38, 4, 5
2021/6/4, 123, 79, 33, 41, 4, 7
2021/6/5, 106, 104, 32, 42, 3, 4
2021/6/6, 89, 108, 39, 46, 4, 7
2021/6/7, 122, 281, 17, 38, 4, 4
2021/6/8, 129, 202, 16, 31, 3, 7
2021/6/9, 114, 134, 6, 36, 4, 10
2021/6/10, 141, 109, 10, 42, 4, 9
2021/6/11, 107, 70, 8, 46, 4, 9
2021/6/12, 98, 63, 16, 46, 4, 9
2021/6/13, 97, 69, 30, 38, 3, 8
2021/6/14, 92, 79, 21, 36, 3, 7
2021/6/15, 85, 66, 38, 34, 3, 7
2021/6/16, 94, 65, 11, 34, 4, 10
2021/6/17, 101, 47, 7, 31, 3, 9
2021/6/18, 79, 43, 8, 30, 2, 10
2021/6/19, 66, 37, 9, 29, 3, 9
2021/6/20, 71, 58, 17, 33, 3, 9
2021/6/21, 99, 94, 42, 33, 4, 9
2021/6/22, 115, 175, 54, 37, 5, 9
2021/6/23, 154, 83, 11, 29, 3, 10
2021/6/24, 131, 117, 30, 27, 3, 8
2021/6/25, 118, 86, 27, 33, 4, 11
2021/6/26, 114, 113, 21, 33, 3, 8
2021/6/27, 157, 98, 32, 33, 5, 9
2021/6/28, 150, 121, 37, 43, 4, 9
2021/6/29, 139, 221, 17, 40, 2, 5
2021/6/30, 117, 157, 18, 33, 3, 7
2021/1/4, 157, 64, 9, 18, 11, 8
2021/1/5, 138, 107, 28, 15, 10, 9
2021/1/6, 194, 100, 22, 12, 9, 7
2021/1/7, 179, 141, 12, 17, 8, 8
2021/1/8, 213, 125, 20, 15, 12, 6
2021/1/9, 202, 107, 28, 10, 9, 4
2021/1/10, 187, 108, 33, 13, 9, 5
2021/1/11, 183, 145, 31, 17, 10, 13
2021/1/12, 223, 224, 68, 17, 11, 17
2021/1/13, 301, 448, , 25, 11, 35
2021/1/14, 453, 412, 3, 22, 11, 29
2021/1/15, 430, 220, 36, 18, 10, 15
2021/1/16, 288, 169, 12, 13, 10, 10
2021/1/17, 276, 212, 15, 29, 9, 24
2021/1/18, 269, 227, 17, 24, 5, 19
2021/1/19, 302, 110, 20, 22, 7, 7
2021/1/20, 188, 135, 35, 27, 7, 15
2021/1/21, 203, 242, 10, 28, 6, 21
2021/1/22, 318, 145, 14, 26, 7, 10
2021/1/23, 226, 192, 11, 20, 6, 12
2021/1/24, 275, 172, 19, 28, 7, 20
2021/1/25, 222, 168, 38, 25, 7, 12
2021/1/26, 231, 180, 38, 30, 9, 14
2021/1/27, 232, 351, 30, 45, 11, 28
2021/1/28, 362, 218, 35, 35, 7, 12
2021/1/29, 268, 156, 34, 39, 7, 11
2021/1/30, 219, 157, 34, 32, 10, 19
2021/1/31, 212, 247, 26, 41, 9, 31
2021/2/1, 294, 204, 43, 43, 9, 22
2021/2/2, 255, 169, 19, 37, 8, 11
2021/2/3, 228, 124, 19, 30, 8, 7
2021/2/4, 197, 90, 27, 29, 9, 8
2021/2/5, 149, 102, 28, 24, 8, 6
2021/2/6, 162, 123, 34, 27, 9, 10
2021/2/7, 191, 153, 39, 33, 10, 13
2021/2/8, 220, 143, 10, 43, 14, 26
2021/2/9, 166, 156, 35, 35, 8, 24
2021/2/10, 207, 170, 38, 39, 9, 14
2021/2/11, 219, 214, 40, 38, 9, 18
2021/2/12, 258, 159, 39, 39, 7, 20
2021/2/13, 214, 176, 43, 37, 7, 29
2021/2/14, 232, 145, 25, 32, 6, 26
2021/2/15, 202, 181, 42, 39, 10, 19
2021/2/16, 231, 170, 52, 36, 8, 19
2021/2/17, 212, 161, 43, 36, 8, 21
2021/2/18, 206, 155, 34, 37, 8, 13
2021/2/19, 204, 121, 18, 31, 7, 15
2021/2/20, 176, 166, 45, 30, 9, 13
2021/2/21, 219, 134, 37, 29, 8, 9
2021/2/22, 180, 182, 34, 38, 13, 21
2021/2/23, 148, 198, 41, 35, 10, 22
2021/2/24, 167, 152, 36, 32, 10, 17
2021/2/25, 177, 162, 30, 28, 14, 10
2021/2/26, 159, 171, 26, 25, 9, 9
2021/2/27, 126, 130, 40, 24, 8, 4
2021/2/28, 143, 107, 28, 22, 9, 5
2021/3/1, 114, 114, 31, 18, 10, 3
2021/3/2, 128, 128, 32, 28, 16, 12
2021/3/3, 152, 157, 35, 41, 12, 31
2021/3/4, 161, 137, 29, 25, 10, 8
2021/3/5, 158, 133, 37, 28, 14, 12
2021/3/6, 166, 168, 24, 34, 13, 13
2021/3/7, 178, 146, 25, 28, 10, 9
2021/3/8, 172, 163, 11, 30, 10, 8
2021/3/9, 174, 98, 30, 33, 10, 9
2021/3/10, 129, 141, 20, 34, 12, 15
2021/3/11, 169, 109, 11, 27, 9, 5
2021/3/12, 135, 120, 30, 30, 12, 9
2021/3/13, 160, 116, 32, 25, 12, 7
2021/3/14, 173, 157, 28, 24, 11, 6
2021/3/15, 151, 206, 21, 25, 13, 6
2021/3/16, 173, 202, 24, 28, 14, 9
2021/3/17, 170, 218, 24, 32, 13, 14
2021/3/18, 179, 213, 28, 29, 14, 9
2021/3/19, 164, 147, 29, 20, 15, 11
2021/3/20, 170, 137, 29, 19, 11, 11
2021/3/21, 156, 144, 19, 20, 12, 9
2021/3/22, 145, 176, 13, 18, 11, 7
2021/3/23, 134, 112, 30, 17, 11, 5
2021/3/24, 119, 89, 25, 14, 9, 4
2021/3/25, 106, 99, 33, 18, 14, 8
2021/3/26, 136, 118, 41, 24, 12, 13
2021/3/27, 150, 125, 41, 26, 10, 16
2021/3/28, 159, , , , , 
2021/3/30, 151, 121, 24, 13, 9, 4
2021/3/31, 79, 138, 25, 13, 11, 4
2020/10/1, 129, 108, 34, 21, 5, 10
2020/10/2, 146, 105, 35, 23, 6, 11
2020/10/3, 148, 110, 40, 24, 6, 11
2020/10/4, 148, 111, 38, 22, 6, 9
2020/10/5, 135, 114, 38, 23, 9, 14
2020/10/6, 143, 117, 44, 24, 8, 14
2020/10/7, 155, 118, 53, 28, 8, 12
2020/10/8, 160, 122, 47, 29, 8, 12
2020/10/9, 158, 121, 40, 26, 9, 12
2020/10/10, 164, 125, 42, 21, 11, 10
2020/10/11, 166, 155, 58, 39, 13, 20
2020/10/12, 183, 148, 17, 33, 10, 23
2020/10/13, 184, 132, 21, 31, 10, 20
2020/10/14, 181, 139, 20, 28, 8, 15
2020/10/15, 188, 135, 29, 34, 12, 19
2020/10/16, 176, 153, 52, 38, 10, 21
2020/10/17, 186, 128, 40, 26, 9, 13
2020/10/18, 163, 146, 47, 28, 11, 10
2020/10/19, 168, 129, 43, 31, 14, 16
2020/10/20, 161, 131, 34, 30, 9, 26
2020/10/21, 155, 164, 40, 43, 12, 27
2020/10/22, 199, 194, 63, 37, 12, 26
2020/10/23, 235, 171, 61, 31, 12, 18
2020/10/24, 213, 172, 74, 38, 11, 31
2020/10/25, 218, 178, 43, 37, 11, 25
2020/10/26, 222, 165, 46, 27, 10, 17
2020/10/27, 222, 200, 59, 38, 12, 26
2020/10/28, 220, 217, 32, 40, 9, 22
2020/10/29, 258, 201, 29, 26, 7, 18
2020/10/30, 248, 261, 33, 21, 8, 14
2020/10/31, 296, 264, 32, 20, 10, 15
2020/11/1, 299, 165, 30, 23, 9, 19
2020/11/2, 202, 147, 17, 23, 9, 25
2020/11/3, 174, 343, 14, 29, 9, 28
2020/11/4, 334, 280, 29, 29, 11, 27
2020/11/5, 318, 239, 18, 30, 13, 23
2020/11/6, 281, 341, 39, 26, 13, 22
2020/11/7, 339, 315, 32, 28, 13, 26
2020/11/8, 336, 566, 34, 31, 12, 29
2020/11/9, 499, 556, 24, 27, 14, 36
2020/11/10, 482, 164, 16, 22, 14, 32
2020/11/11, 203, 165, 27, 25, 14, 36
2020/11/12, 205, 184, 34, 32, 9, 26
2020/11/13, 231, 362, 28, 37, 12, 32
2020/11/14, 404, 379, 24, 24, 10, 17
2020/11/15, 410, 82, 15, 15, 11, 7
2020/11/16, 163, 89, 25, 16, 10, 8
2020/11/17, 155, 103, 35, 19, 11, 10
2020/11/18, 177, 118, 31, 24, 12, 16
2020/11/19, 187, 131, 34, 20, 11, 10
2020/11/20, 208, 113, 30, 17, 12, 8
2020/11/21, 177, 130, 32, 17, 13, 13
2020/11/22, 198, 165, 29, 30, 14, 23
2020/11/23, 222, 216, 18, 34, 14, 34
2020/11/24, 280, 249, 16, 27, 12, 19
2020/11/25, 311, 104, 18, 15, 12, 9
2020/11/26, 167, 86, 26, 13, 12, 9
2020/11/27, 149, 112, 36, 14, 11, 9
2020/11/28, 178, 124, 43, 15, 12, 15
2020/11/29, 188, 157, 45, 13, 12, 21
2020/11/30, 221, 217, 48, 24, 13, 25
2020/12/1, 274, 183, 43, 30, 9, 19
2020/12/2, 255, 175, 40, 33, , 24
2020/12/3, 235, 232, 40, 38, 11, 31
2020/12/4, 271, 241, 24, 35, 9, 16
2020/12/5, 307, 198, 38, 30, 9, 14
2020/12/6, 280, 238, , 31, 12, 24
2020/12/7, 310, 192, 23, 37, 12, 25
2020/12/8, 259, 183, 23, 38, 13, 31
2020/12/9, 244, 138, 16, 29, 14, 19
2020/12/10, 194, 164, 4, 39, 12, 17
2020/12/11, 215, 197, , 21, 11, 13
2020/12/12, 293, 79, 9, 15, 12, 7
2020/12/13, 144, 81, 5, 13, 11, 4
2020/12/14, 161, 110, 3, 17, 16, 7
2020/12/15, 181, 110, 20, 18, 12, 6
2020/12/16, 183, 126, 21, 15, 11, 7
2020/12/17, 201, 126, 32, 21, 12, 8
2020/12/18, 191, 146, 43, 26, 12, 11
2020/12/19, 219, 161, 42, 27, 12, 14
2020/12/20, 240, 180, 44, 31, 17, 21
2020/12/21, 246, 356, 75, 33, 13, 32
2020/12/22, 390, 342, 35, 39, 14, 27
2020/12/23, 384, 320, 38, 32, 14, 30
2020/12/24, 350, 203, 40, 26, 10, 18
2020/12/25, 265, 188, 47, 26, 12, 16
2020/12/26, 257, 273, 27, 27, 12, 19
2020/12/27, 324, 142, 30, 19, 11, 6
2020/12/28, 154, 153, 43, 21, 10, 7
2020/12/29, 184, 132, 31, 17, 9, 8
2020/12/30, 203, 184, 25, 23, 10, 14
2020/12/31, 264, 414, 21, 33, 12, 28
2021/1/1, 432, 266, 12, 31, 12, 14
2021/1/2, 359, 111, 5, 20, 11, 9
2021/1/3, 214, 73, 13, 21, 9, 8
2020/7/1, 114, 87, 36, 11, 4, 6
2020/7/2, 133, 90, 18, 12, 5, 6
2020/7/3, 138, 65, 19, 7, 4, 5
2020/7/4, 105, 36, 35, 6, 3, 3
2020/7/5, 69, 56, 6, 10, 3, 35
2020/7/6, 111, 29, 8, 5, 3, 3
2020/7/7, 47, 33, 5, 8, 4, 2
2020/7/8, 57, 47, 14, 12, 4, 3
2020/7/9, 76, 46, 14, 11, 3, 4
2020/7/10, 52, 35, 15, 9, 4, 4
2020/7/11, 42, 31, 23, 6, 3, 2
2020/7/12, 41, 66, 28, 9, 4, 4
2020/7/13, 54, 70, 28, 9, 4, 4
2020/7/15, 157, 48, 7, 11, 5, 4
2020/7/16, 76, 57, 5, 13, 6, 4
2020/7/17, 115, 56, 5, 9, 4, 1
2020/7/18, 99, 30, 9, 10, 4, 2
2020/7/19, 63, 31, 8, 14, 5, 3
2020/7/20, 49, 24, 6, 15, 5, 3
2020/7/21, 58, 19, 4, 11, 3, 2
2020/7/22, 37, 40, 18, 14, 4, 3
2020/7/23, 80, 48, 9, 13, 4, 1
2020/7/24, 97, 37, 6, 8, 5, 1
2020/7/25, 74, 46, 9, 12, 3, 4
2020/7/26, 96, 53, 9, 12, 4, 2
2020/7/27, 77, 49, 8, 11, 4, 4
2020/7/28, 57, 45, 6, 15, 6, 7
2020/7/29, 62, 28, 12, 13, 5, 6
2020/7/30, 50, 53, 12, 18, 5, 8
2020/7/31, 98, 47, 11, 14, 5, 8
2020/8/1, 85, 40, 9, 10, 5, 7
2020/8/2, 60, 47, 9, 11, 4, 6
2020/8/3, 56, 41, 21, 10, 5, 5
2020/8/4, 57, 49, 12, 16, 5, 8
2020/8/5, 95, 36, 7, 8, 6, 5
2020/8/6, 39, 32, 10, 9, 5, 6
2020/8/7, 58, 46, 22, 14, 7, 7
2020/8/8, 106, 32, 11, 10, 5, 7
2020/8/9, 72, 33, 6, 11, 5, 7
2020/8/10, 71, 43, 13, 13, 6, 8
2020/8/11, 98, 34, 7, 8, 6, 5
2020/8/12, 55, 16, 14, 12, 6, 7
2020/8/13, 36, 25, 10, 10, 5, 7
2020/8/14, 49, 31, 10, 6, 5, 6
2020/8/15, 77, 24, 7, 9, 6, 6
2020/8/16, 51, 33, 7, 10, 6, 8
2020/8/17, 73, 37, 9, 13, 7, 9
2020/8/18, 64, 25, 6, 16, 6, 9
2020/8/19, 56, 22, 49, 14, 6, 8
2020/8/20, 54, 30, 19, 11, 8, 8
2020/8/21, 40, 24, 9, 8, 7, 5
2020/8/22, 33, 23, 10, 6, 7, 5
2020/8/23, 45, 23, 8, 10, 6, 6
2020/8/24, 30, 29, 8, 10, 7, 6
2020/8/25, 47, 28, 15, 10, 6, 6
2020/8/26, 33, 31, 23, 8, 5, 5
2020/8/27, 39, 46, 18, 18, 7, 11
2020/8/28, 72, 56, 23, 13, 7, 9
2020/8/29, 91, 37, 10, 6, 8, 5
2020/8/30, 47, 16, 8, 4, 5, 4
2020/8/31, 30, , , , , 
2020/9/3, 107, 58, 15, 18, 5, 9
2020/9/4, 101, 42, 73, 15, 3, 8
2020/9/5, 66, 17, 7, 16, 5, 7
2020/9/6, 38, 53, 11, 26, 5, 8
2020/9/7, 85, 50, 85, 15, 5, 7
2020/9/8, 75, 71, 94, 18, 5, 9
2020/9/9, 119, 71, 94, 18, 6, 9
2020/9/10, 116, 85, 76, 21, 6, 10
2020/9/11, 122, 83, 68, 19, 4, 10
2020/9/12, 131, 85, 47, 12, 7, 11
2020/9/13, 149, 91, 34, 19, 5, 14
2020/9/14, 155, 82, 53, 18, 5, 11
2020/9/15, 143, 94, 29, 24, 4, 13
2020/9/16, 145, 75, 33, 14, 3, 6
2020/9/17, 103, 74, 35, 13, 4, 7
2020/9/18, 92, 80, 69, 15, 3, 8
2020/9/19, 126, 89, 65, 15, 4, 9
2020/9/20, 144, 90, 81, 17, 5, 8
2020/9/21, 143, 65, 19, 13, 5, 7
2020/9/22, 87, 59, 15, 22, 11, 9
2020/9/23, 63, 85, 60, 14, 7, 8
2020/9/24, 99, 86, 71, 16, 8, 10
2020/9/25, 118, 104, 27, 26, 6, 11
2020/9/26, 116, 73, 58, , 8, 8
2020/9/27, 84, 110, 53, 21, 7, 10
2020/9/28, 139, 112, 16, 16, 6, 8
2020/9/29, 141, 99, 22, 18, 5, 7
2020/9/30, 127, 104, 28, 21, 6, 10
2020/4/1, 77, 46, 29, 2, 9, 3
2020/4/2, 66, 48, 37, 4, 12, 3
2020/4/3, 75, 54, 35, 7, 10, 4
2020/4/4, 93, 65, 45, 8, 13, 6
2020/4/5, 114, 74, 45, 7, 13, 5
2020/4/6, 115, 68, 31, 3, 11, 3
2020/4/7, 74, 62, 33, 3, 10, 3
2020/4/8, 72, 60, 38, 6, 12, 4
2020/4/9, 90, 75, 43, 10, 13, 6
2020/4/10, 128, 77, 48, 8, 12, 6
2020/4/11, 118, 67, 35, 5, 14, 4
2020/4/12, 94, 88, 38, 9, 18, 6
2020/4/13, 124, 87, 43, 13, 12, 7
2020/4/14, 125, 116, 36, 11, 11, 
2020/4/15, 119, 110, 45, 10, 13, 
2020/4/16, 124, 64, 37, 3, 11, 
2020/4/17, 62, 80, 37, 4, 9, 
2020/4/18, 68, 48, 36, 6, 10, 
2020/4/19, 71, 62, 27, 9, 8, 
2020/4/20, 90, 61, 42, 6, 10, 
2020/4/21, 87, 74, 45, 9, 9, 
2020/4/22, 114, 74, 36, 9, 11, 
2020/4/23, 108, 80, 48, 9, 12, 
2020/4/24, 129, 50, 46, 3, 7, 
2020/4/25, 48, 65, 27, 4, 9, 
2020/4/26, 72, 44, 40, 3, 8, 
2020/4/27, 72, 57, 83, 4, 10, 
2020/4/28, 93, 76, 45, 6, 11, 
2020/4/29, 129, 81, 51, 5, 11, 
2020/4/30, 122, 90, 52, 5, 11, 
2020/5/1, 130, 79, 39, 3, 10, 
2020/5/2, 87, 60, 29, 3, 9, 
2020/5/3, 78, 42, 44, 4, 10, 
2020/5/4, 63, 71, 91, 7, 14, 
2020/5/5, 115, 107, 43, 9, 14, 10
2020/5/6, 130, 60, 56, 5, 12, 4
2020/5/7, 69, 74, 65, 5, 10, 5
2020/5/8, 94, 86, 64, 5, 15, 6
2020/5/11, 124, 63, 50, 6, 11, 5
2020/5/12, 98, 94, 53, 7, 11, 6
2020/5/13, 138, 82, 54, 9, 9, 6
2020/5/14, 113, 76, 60, 7, 13, 5
2020/5/15, 95, 93, 64, 8, 15, 6
2020/5/16, 131, 103, 71, 13, 16, 7
2020/5/17, 144, 102, 67, 16, 18, 8
2020/5/18, 143, 108, 73, 20, 17, 9
2020/5/19, 144, 93, 65, 13, 15, 6
2020/5/20, 118, 97, 52, 12, 16, 6
2020/5/21, 98, 113, 67, 24, 22, 9
2020/5/22, 135, 119, 41, 19, 11, 5
2020/5/23, 114, 107, 43, 9, 13, 5
2020/5/24, 96, 103, 47, 14, 19, 8
2020/5/25, 113, 113, 36, 16, 10, 8
2020/5/26, 96, 104, 54, 11, 11, 5
2020/5/27, 88, 165, 37, 6, 10, 5
2020/5/28, 87, 50, 29, 8, 8, 5
2020/5/29, 61, 44, 39, 6, 9, 5
2020/5/30, 62, 31, 24, 5, 8, 4
2020/5/31, 55, 59, 78, 11, 10, 7
2020/6/1, 107, 68, 57, 10, 9, 6
2020/6/2, 99, 78, 81, 15, 13, 8
2020/6/3, 120, 85, 32, 16, 12, 9
2020/6/4, 123, 59, 40, 12, 10, 7
2020/6/5, 96, 57, 44, 9, 10, 6
2020/6/6, 78, 62, 32, 10, 10, 6
2020/6/7, 94, 70, 54, 11, 11, 7
2020/6/8, 105, 90, 50, 16, 11, 9
2020/6/9, 131, 93, 57, 17, 10, 10
2020/6/10, 122, 87, 58, 15, 7, 8
2020/6/11, 116, 95, 44, 14, 8, 8
2020/6/12, 138, 93, 21, 13, 8, 8
2020/6/13, 115, 99, 38, 12, 7, 8
2020/6/14, 134, 83, 66, 12, 10, 7
2020/6/15, 104, 76, 51, 12, 8, 7
2020/6/16, 89, 68, 55, 6, 7, 6
2020/6/17, 78, 66, 42, 7, 6, 6
2020/6/18, 87, 145, 31, 10, 5, 6
2020/6/19, 124, 78, 29, 11, 4, 5
2020/6/20, 75, 66, 15, 12, 4, 7
2020/6/21, 91, 71, 18, 9, 4, 7
2020/6/22, 133, 47, 13, 7, 5, 4
2020/6/23, 60, 48, 12, 9, 4, 5
2020/6/24, 76, 59, 29, 12, 5, 5
2020/6/25, 82, 75, 19, 12, 4, 6
2020/6/26, 98, 100, 17, 10, 5, 4
2020/6/27, 76, 355, 16, 10, 5, 6
2020/6/28, 119, 107, 23, 11, 5, 5
2020/6/29, 82, 69, 16, 9, 4, 5
2020/6/30, 92, 79, 24, 10, 5, 5
2020/1/1, 443, 365, 14, 45, 8, 35
2020/1/2, 381, 244, 11, 39, 7, 34
2020/1/3, 291, 172, 17, 38, 6, 18
2020/1/4, 265, 142, 20, 35, 6, 9
2020/1/5, 225, 142, 7, 39, 7, 10
2020/1/6, 212, 109, 12, 33, 10, 9
2020/1/7, 186, 96, 9, 25, 5, 8
2020/1/8, 186, 91, 12, 18, 6, 5
2020/1/9, 171, 134, 20, 29, 5, 9
2020/1/10, 201, 156, 27, 39, 7, 16
2020/1/11, 222, 221, 17, 42, 8, 23
2020/1/12, 275, 260, 9, 42, 7, 24
2020/1/13, 299, 110, 11, 25, 4, 8
2020/1/14, 191, 116, 21, 36, 5, 9
2020/1/15, 180, 115, 5, 33, 8, 8
2020/1/16, 195, 94, 12, 24, 6, 8
2020/1/17, 169, 130, 17, 35, 5, 13
2020/1/18, 196, 117, 29, 21, 6, 5
2020/1/19, 192, 139, 14, 28, 7, 11
2020/1/20, 204, 201, 18, 37, 8, 16
2020/1/21, 249, 207, 21, 33, 7, 16
2020/1/22, 260, 85, 33, 22, 6, 3
2020/1/23, 141, 96, 39, 29, 9, 10
2020/1/24, 156, 137, 43, 40, 9, 14
2020/1/25, 192, 191, 39, 35, 8, 20
2020/1/26, 253, 220, 16, 50, 9, 23
2020/1/27, 271, 98, 16, 33, 7, 8
2020/1/28, 180, 86, 36, 25, 6, 6
2020/1/29, 159, 107, 31, 29, 6, 6
2020/1/30, 162, 99, 32, 30, 8, 8
2020/1/31, 158, 115, 36, 30, 7, 11
2020/2/1, 177, 132, 40, 27, 7, 9
2020/2/2, 194, 156, 44, 42, 8, 16
2020/2/3, 199, 238, 45, 50, 8, 29
2020/2/4, 258, 145, 34, 37, 6, 10
2020/2/5, 205, 118, 39, 36, 7, 10
2020/2/6, 176, 147, 23, 39, 10, 17
2020/2/7, 209, 135, 38, 36, 9, 9
2020/2/8, 205, 139, 50, 38, 9, 11
2020/2/9, 202, 173, 49, 43, 9, 16
2020/2/10, 230, 181, 49, 47, 8, 22
2020/2/11, 228, 175, 45, 38, 11, 10
2020/2/12, 229, 105, 37, 24, 11, 4
2020/2/13, 164, 101, 38, 19, 9, 3
2020/2/14, 147, 114, 50, 31, 11, 6
2020/2/15, 159, 168, 65, 40, 13, 14
2020/2/16, 195, 200, 48, 46, 14, 15
2020/2/17, 222, 145, 61, 34, 18, 5
2020/2/18, 201, 194, 34, 46, 12, 11
2020/2/19, 179, 174, 39, 38, 8, 7
2020/2/20, 178, 66, 28, 24, 7, 5
2020/2/21, 116, 88, 25, 32, 9, 12
2020/2/22, 147, 117, 42, 22, 7, 11
2020/2/23, 170, 89, 39, 26, 12, 6
2020/2/24, 144, 114, 44, 28, 15, 10
